Manga ID,Manga URL,English Title,Synonims Titles,Japanese Title,Type,Volumes,Chapters,Status,Published,Published Dates,Genres,Author,Serialization,Score,Ranked,Popularity,Members,Favorites,Score Voted By
66,https://myanimelist.net/manga/610/Skip_Beat,Skip Beat!,Unknown,スキップ・ビート！,Manga,Unknown,Unknown,Publishing,"Feb  15, 2002 to ?","{'from': '2002-02-15', 'to': 'Unknown'}","['Comedy', 'Drama', 'Romance', 'Shoujo']","['Nakamura, Yoshiki (Story & Art)']",Hana to Yume,8.63,67,81,72958,9463,33948
67,https://myanimelist.net/manga/22/Rurouni_Kenshin__Meiji_Kenkaku_Romantan,Rurouni Kenshin: Meiji Swordsman Romantic Story,"Samurai X, Sengoku no Mikazuki, Crescent Moon in the Warring States, Crescent Moon Over a Country At War, Meteor Strike",るろうに剣心 -明治剣客浪漫譚-,Manga,28,259,Finished,"Apr  12, 1994 to Sep  21, 1999","{'from': '1994-04-12', 'to': '1999-09-21'}","['Action', 'Drama', 'Historical', 'Samurai', 'Shounen']","['Watsuki, Nobuhiro (Story & Art)']",Shounen Jump (Weekly),8.62,68,91,69192,7000,36782
68,https://myanimelist.net/manga/745/Pluto,Pluto: Urusawa x Tezuka,Unknown,PLUTO,Manga,8,65,Finished,"Sep  9, 2003 to Apr  1, 2009","{'from': '2003-09-09', 'to': '2009-04-01'}","['Action', 'Mystery', 'Mecha', 'Sci', 'Sci', 'Psychological', 'Seinen']","['Urasawa, Naoki (Story & Art)', ' Tezuka, Osamu (Story)']",Big Comic Original,8.62,69,140,54031,3080,22071
69,https://myanimelist.net/manga/3006/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai,JoJo's Bizarre Adventure Part 4: Diamond Is Unbreakable,"Diamond Is Not Crash, Dai 4 Bu: Higashikata Jousuke",ジョジョの奇妙な冒険 ダイヤモンドは砕けない,Manga,18,174,Finished,"Apr  21, 1992 to Nov  21, 1995","{'from': '1992-04-21', 'to': '1995-11-21'}","['Action', 'Shounen', 'Supernatural']","['Araki, Hirohiko (Story & Art)']",Shounen Jump (Weekly),8.62,70,126,58572,5518,35341
70,https://myanimelist.net/manga/3031/Pandora_Hearts,Pandora Hearts,Unknown,PandoraHearts,Manga,24,107,Finished,"May  18, 2006 to Mar  18, 2015","{'from': '2006-05-18', 'to': '2015-03-18'}","['Adventure', 'Mystery', 'Fantasy', 'Shounen', 'Supernatural']","['Mochizuki, Jun (Story & Art)']",GFantasy,8.62,71,35,113839,14356,45264
71,https://myanimelist.net/manga/45143/Kono_Oto_Tomare,Unknown,Stop This Sound!,この音とまれ！,Manga,Unknown,Unknown,Publishing,"Aug  4, 2012 to ?","{'from': '2012-08-04', 'to': 'Unknown'}","['Drama', 'School', 'Shounen']","['Sakura, Amyuu (Story & Art)']",Jump SQ.,8.62,72,567,17470,965,4849
72,https://myanimelist.net/manga/44307/Kakukaku_Shikajika,Blank Canvas: My So-Called Artist's Journey,Unknown,かくかくしかじか,Manga,5,34,Finished,"Nov  28, 2011 to Jan  28, 2015","{'from': '2011-11-28', 'to': '2015-01-28'}","['Slice', 'Slice', 'Josei']","['Higashimura, Akiko (Story & Art)']",Cocohana,8.61,73,641,15746,800,4603
73,https://myanimelist.net/manga/60783/Mob_Psycho_100,One Hundred Mob Psycho,Unknown,モブサイコ100,Manga,16,109,Finished,"Apr  18, 2012 to Dec  22, 2017","{'from': '2012-04-18', 'to': '2017-12-22'}","['Action', 'Comedy', 'Supernatural']",['ONE (Story & Art)'],MangaONE,8.61,74,124,58614,3756,22949
74,https://myanimelist.net/manga/74697/Re_Zero_kara_Hajimeru_Isekai_Seikatsu,Re:ZERO -Starting Life in Another World-,"ReZero, Re: Life in a different world from zero",Re：ゼロから始める異世界生活,Novel,Unknown,Unknown,Publishing,"Jan  23, 2014 to ?","{'from': '2014-01-23', 'to': 'Unknown'}","['Action', 'Drama', 'Fantasy']","['Nagatsuki, Tappei (Story)', ' Ootsuka, Shinichirou (Art)']",None,8.61,75,249,34895,2777,8671
75,https://myanimelist.net/manga/1133/Dorohedoro,Dorohedoro,Unknown,ドロヘドロ,Manga,23,190,Finished,"Nov  30, 2000 to Sep  12, 2018","{'from': '2000-11-30', 'to': '2018-09-12'}","['Action', 'Comedy', 'Fantasy', 'Horror', 'Seinen']","['Hayashida, Q (Story & Art)']",Ikki,8.61,76,100,67067,5394,19603
76,https://myanimelist.net/manga/3649/Fate_Zero,Unknown,Unknown,Fate/Zero,Novel,4,18,Finished,"Dec  29, 2006 to Dec  29, 2007","{'from': '2006-12-29', 'to': '2007-12-29'}","['Action', 'Fantasy', 'Supernatural']","['Takeuchi, Takashi (Art)', ' Urobuchi, Gen (Story)']",None,8.61,77,506,19033,822,5732
77,https://myanimelist.net/manga/11327/One_Outs,Unknown,Unknown,ONE OUTS,Manga,20,175,Finished,"Nov  14, 1998 to Aug  15, 2006","{'from': '1998-11-14', 'to': '2006-08-15'}","['Sports', 'Psychological', 'Seinen']","['Kaitani, Shinobu (Story & Art)']",Business Jump,8.6,78,514,18892,934,7360
78,https://myanimelist.net/manga/23390/Shingeki_no_Kyojin,Attack on Titan,Unknown,進撃の巨人,Manga,Unknown,Unknown,Publishing,"Sep  9, 2009 to ?","{'from': '2009-09-09', 'to': 'Unknown'}","['Action', 'Mystery', 'Drama', 'Fantasy', 'Horror', 'Shounen', 'Super', 'Super', 'Supernatural']","['Isayama, Hajime (Story & Art)']",Bessatsu Shounen Magazine,8.6,79,1,312183,40550,158437
79,https://myanimelist.net/manga/48399/No_Game_No_Life,No Game No Life,NGNL,ノーゲーム・ノーライフ,Novel,Unknown,Unknown,Publishing,"Apr  25, 2012 to ?","{'from': '2012-04-25', 'to': 'Unknown'}","['Comedy', 'Ecchi', 'Fantasy', 'Game', 'Supernatural']","['Kamiya, Yuu (Story & Art)']",None,8.6,80,195,41238,2036,10579
80,https://myanimelist.net/manga/98930/Violet_Evergarden,Unknown,Unknown,ヴァイオレット・エヴァーガーデン,Novel,2,13,Finished,"Dec  25, 2015 to Dec  26, 2016","{'from': '2015-12-25', 'to': '2016-12-26'}","['Drama', 'Fantasy']","['Akatsuki, Kana (Story)', ' Takase, Akiko (Art)']",None,8.6,81,801,13170,431,2477
81,https://myanimelist.net/manga/28393/Sakamichi_no_Apollon,Unknown,"Sakamichi no Aporon, Kids on the Slope",坂道のアポロン,Manga,9,45,Finished,"Sep  28, 2007 to Jan  28, 2012","{'from': '2007-09-28', 'to': '2012-01-28'}","['Drama', 'Music', 'Romance', 'School', 'Slice', 'Slice', 'Josei']","['Kodama, Yuki (Story & Art)']",Flowers (Monthly),8.59,82,482,19732,792,7709
82,https://myanimelist.net/manga/46282/Chikan_Otoko,Unknown,Molester Man,痴漢男,Manga,Unknown,21,Finished,2004,{'from': '2004-00-00'},"['Comedy', 'Drama', 'Romance', 'Slice', 'Slice']","['Yokota, Takuma (Story & Art)']",None,8.59,83,248,34896,2562,18074
83,https://myanimelist.net/manga/1342/Baccano,Baccano!,Unknown,バッカーノ!,Novel,Unknown,Unknown,Publishing,"Feb  10, 2003 to ?","{'from': '2003-02-10', 'to': 'Unknown'}","['Action', 'Mystery', 'Fantasy']","['Narita, Ryohgo (Story)', ' Enami, Katsumi (Art)']",None,8.59,84,811,12961,442,1862
84,https://myanimelist.net/manga/3083/Suzumiya_Haruhi_Series,Unknown,"Suzumiya Haruhi no Yuuutsu, The Melancholy of Haruhi Suzumiya",涼宮ハルヒシリーズ,Novel,Unknown,Unknown,On Hiatus,"Jun  6, 2003 to ?","{'from': '2003-06-06', 'to': 'Unknown'}","['Comedy', 'Drama', 'School', 'Sci', 'Sci', 'Supernatural']","['Tanigawa, Nagaru (Story)', ' Itou, Noizi (Art)']",The Sneaker,8.59,85,329,27931,1621,9159
85,https://myanimelist.net/manga/214/Kidou_Senshi_Gundam__The_Origin,Mobile Suit Gundam: The Origin,Amuro 0082,機動戦士ガンダム THE ORIGIN,Manga,24,112,Finished,"Jun  25, 2001 to Jun  26, 2014","{'from': '2001-06-25', 'to': '2014-06-26'}","['Action', 'Drama', 'Mecha', 'Sci', 'Sci', 'Shounen', 'Space', 'Military']","['Yasuhiko, Yoshikazu (Story & Art)', ' Tomino, Yoshiyuki (Story)']",Gundam Ace,8.57,86,1387,8143,535,2031
86,https://myanimelist.net/manga/97244/Shimanami_Tasogare,Unknown,Unknown,しまなみ誰そ彼,Manga,4,23,Finished,"Mar  6, 2015 to May  23, 2018","{'from': '2015-03-06', 'to': '2018-05-23'}","['Drama', 'Slice', 'Slice', 'Psychological', 'Seinen']","['Kamatani, Yuhki (Story & Art)']",HiBaNa,8.57,87,389,23741,1669,8496
87,https://myanimelist.net/manga/756/Banana_Fish,Banana Fish,Unknown,BANANA FISH,Manga,19,110,Finished,"Apr  13, 1985 to Mar  12, 1994","{'from': '1985-04-13', 'to': '1994-03-12'}","['Action', 'Adventure', 'Drama', 'Shoujo']","['Yoshida, Akimi (Story & Art)']",Betsucomi,8.56,88,538,18225,1135,4855
88,https://myanimelist.net/manga/11514/Otoyomegatari,A Bride's Story,"Young Bride's Story, Otoyome-gatari, The Bride's Stories, Pariya-san wa Otoshigoro",乙嫁語り,Manga,Unknown,Unknown,Publishing,"Oct  14, 2008 to ?","{'from': '2008-10-14', 'to': 'Unknown'}","['Drama', 'Historical', 'Romance', 'Seinen']","['Mori, Kaoru (Story & Art)']",Harta,8.56,89,189,41739,1916,11010
89,https://myanimelist.net/manga/29211/Gekkan_Shoujo_Nozaki-kun,Monthly Girls' Nozaki-kun,Unknown,月刊少女野崎くん,Manga,Unknown,Unknown,Publishing,"Aug  25, 2011 to ?","{'from': '2011-08-25', 'to': 'Unknown'}","['Comedy', 'Romance', 'School']","['Tsubaki, Izumi (Story & Art)']",Gangan Online,8.56,90,137,54227,3288,16559
90,https://myanimelist.net/manga/38071/Spirit_Circle,Spirit Circle,Unknown,スピリットサークル,Manga,6,45,Finished,"May  30, 2012 to Mar  30, 2016","{'from': '2012-05-30', 'to': '2016-03-30'}","['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Supernatural', 'Seinen']","['Mizukami, Satoshi (Story & Art)']",Young King OURs,8.56,91,364,26013,1562,11254
91,https://myanimelist.net/manga/70261/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,Unknown,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,Novel,Unknown,Unknown,Publishing,"Jan  23, 2014 to ?","{'from': '2014-01-23', 'to': 'Unknown'}",['Fantasy'],"['Rifujin na Magonote (Story)', ' Sirotaka (Art)']",None,8.56,92,379,24838,1546,8133
92,https://myanimelist.net/manga/30/Ouran_Koukou_Host_Club,Ouran High School Host Club,"OHSHC, Romantic Egoist",桜蘭高校ホスト部,Manga,18,87,Finished,"Jul  24, 2002 to Sep  24, 2010","{'from': '2002-07-24', 'to': '2010-09-24'}","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Harem', 'Gender', 'Gender']","['Hatori, Bisco (Story & Art)']",LaLa,8.55,93,53,94503,7873,47720
93,https://myanimelist.net/manga/88639/Ohayou_Ibarahime,"Wake Up, Sleeping Beauty","Good Morning, Little Briar-Rose",おはよう、いばら姫,Manga,6,26,Finished,"Nov  22, 2014 to May  24, 2017","{'from': '2014-11-22', 'to': '2017-05-24'}","['Romance', 'Shoujo']","['Morino, Megumi (Story & Art)']",Dessert,8.55,94,1051,10439,426,3421
94,https://myanimelist.net/manga/33327/Tokyo_Ghoul,Tokyo Ghoul,Toukyou Kushu,東京喰種トーキョーグール,Manga,14,144,Finished,"Sep  8, 2011 to Sep  18, 2014","{'from': '2011-09-08', 'to': '2014-09-18'}","['Action', 'Mystery', 'Drama', 'Horror', 'Supernatural', 'Psychological', 'Seinen']","['Ishida, Sui (Story & Art)']",Young Jump,8.55,95,5,278737,29893,153706
95,https://myanimelist.net/manga/698/Neon_Genesis_Evangelion,Neon Genesis Evangelion,Shinseiki Evangelion,新世紀エヴァンゲリオン,Manga,14,97,Finished,"Dec  26, 1994 to Jun  4, 2013","{'from': '1994-12-26', 'to': '2013-06-04'}","['Action', 'Mystery', 'Drama', 'Mecha', 'Sci', 'Sci', 'Shounen', 'Psychological']","['Sadamoto, Yoshiyuki (Story & Art)']",Shounen Ace,8.54,96,108,63294,5515,29627
96,https://myanimelist.net/manga/6978/Ginga_Eiyuu_Densetsu,Legend of the Galactic Heroes,"LoGH, LotGH, GinEiDen",銀河英雄伝説,Novel,10,94,Finished,Nov 1982 to Nov 1987,"{'from': '1982-11-00', 'to': '1987-11-00'}","['Action', 'Adventure', 'Drama', 'Sci', 'Sci', 'Space', 'Military']","['Tanaka, Yoshiki (Story)', ' Kato, Naoyuki (Art)', ' Kamoshita, Yukihisa (Art)']",None,8.54,97,2358,4961,261,1209
97,https://myanimelist.net/manga/8586/The_Breaker,Unknown,Unknown,브레이커,Manhwa,10,72,Finished,"Jun  1, 2007 to Jul  20, 2010","{'from': '2007-06-01', 'to': '2010-07-20'}","['Action', 'Comedy', 'Drama', 'Martial', 'Martial', 'School']","['Park, Jin-Hwan (Art)', ' Jeon, Geuk-jin (Story)']",Young Champ,8.54,98,41,102274,5986,53636
98,https://myanimelist.net/manga/44/Gintama,Gin Tama,"Dandelion, Shiro Kuro, Black and White, Shirokuro, 13, Thirteen, Bankara-san ga Tooru, Here Comes Mr. Uncivilised, Silver Soul",銀魂,Manga,77,709,Finished,"Dec  8, 2003 to Jun  20, 2019","{'from': '2003-12-08', 'to': '2019-06-20'}","['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci', 'Sci', 'Shounen']","['Sorachi, Hideaki (Story & Art)']",Shounen Jump (Weekly),8.53,99,103,65065,7246,28922
99,https://myanimelist.net/manga/1325/Hi_no_Tori_1967,Phoenix,"Hi no Tori: Reimei-hen, Phoneix: Dawn",火の鳥,Manga,16,19,Finished,Jan 1967 to Feb 1988,"{'from': '1967-01-00', 'to': '1988-02-00'}","['Drama', 'Fantasy', 'Historical', 'Romance', 'Sci', 'Sci', 'Shounen', 'Space', 'Supernatural', 'Psychological']","['Tezuka, Osamu (Story & Art)']",Manga Shounen,8.53,100,900,11930,503,2374
100,https://myanimelist.net/manga/1325/Hi_no_Tori_1967,Phoenix,"Hi no Tori: Reimei-hen, Phoneix: Dawn",火の鳥,Manga,16,19,Finished,Jan 1967 to Feb 1988,"{'from': '1967-01-00', 'to': '1988-02-00'}","['Drama', 'Fantasy', 'Historical', 'Romance', 'Sci', 'Sci', 'Shounen', 'Space', 'Supernatural', 'Psychological']","['Tezuka, Osamu (Story & Art)']",Manga Shounen,8.53,101,899,11932,503,2375
101,https://myanimelist.net/manga/8157/Kamisama_Hajimemashita,Kamisama Kiss,Divine Nanami,神様はじめました,Manga,25,154,Finished,"Feb  20, 2008 to May  20, 2016","{'from': '2008-02-20', 'to': '2016-05-20'}","['Comedy', 'Demons', 'Fantasy', 'Romance', 'Shoujo', 'Supernatural']","['Suzuki, Julietta (Story & Art)']",Hana to Yume,8.53,102,114,61249,4553,25197
102,https://myanimelist.net/manga/92559/Diamond_no_Ace_Act_II,Unknown,"Ace of Diamond act II, Daiya no Ace act II",ダイヤのA act II,Manga,Unknown,Unknown,Publishing,"Aug  19, 2015 to ?","{'from': '2015-08-19', 'to': 'Unknown'}","['School', 'Shounen', 'Sports']","['Terajima, Yuuji (Story & Art)']",Shounen Magazine (Weekly),8.53,103,1318,8502,630,3382
103,https://myanimelist.net/manga/104039/86,Unknown,Eighty Six,86―エイティシックス―,Novel,Unknown,Unknown,Publishing,"Feb  10, 2017 to ?","{'from': '2017-02-10', 'to': 'Unknown'}","['Drama', 'Sci', 'Sci']","['Shirabi (Art)', ' Asato, Asato (Story)']",None,8.52,104,1710,6641,356,1224
104,https://myanimelist.net/manga/26728/No6,Unknown,"Number Six, Number 6",NO.6 (ナンバー・シックス),Novel,9,43,Finished,"Oct  10, 2003 to Jun  14, 2011","{'from': '2003-10-10', 'to': '2011-06-14'}","['Action', 'Mystery', 'Sci', 'Sci']","['Asano, Atsuko (Story)']",None,8.52,107,656,15570,1001,4260
105,https://myanimelist.net/manga/43/Eyeshield_21,Eyeshield 21,Unknown,アイシールド21,Manga,37,333,Finished,"Jul  23, 2002 to Jun  15, 2009","{'from': '2002-07-23', 'to': '2009-06-15'}","['Action', 'Comedy', 'Shounen', 'Sports']","['Inagaki, Riichiro (Story)', ' Murata, Yusuke (Art)']",Shounen Jump (Weekly),8.52,105,157,49711,4046,26729
106,https://myanimelist.net/manga/3807/Juuni_Kokuki,The Twelve Kingdoms,Unknown,十二国記,Novel,Unknown,Unknown,Publishing,"Jun  20, 1992 to ?","{'from': '1992-06-20', 'to': 'Unknown'}",['Fantasy'],"['Ono, Fuyumi (Story)', ' Yamada, Akihiro (Art)']",None,8.52,106,1965,5927,182,986
107,https://myanimelist.net/manga/1183/Cross_Game,Cross Game,Unknown,クロスゲーム,Manga,17,170,Finished,"Sep  2, 2005 to Feb  17, 2010","{'from': '2005-09-02', 'to': '2010-02-17'}","['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']","['Adachi, Mitsuru (Story & Art)']",Shounen Sunday,8.51,109,756,13858,662,6335
108,https://myanimelist.net/manga/7519/Kami_nomi_zo_Shiru_Sekai,Unknown,"KamiNomi, Kami nomizo Shiru Sekai, The World God Only Knows, TWGOK",神のみぞ知るセカイ,Manga,26,271,Finished,"Apr  9, 2008 to Apr  23, 2014","{'from': '2008-04-09', 'to': '2014-04-23'}","['Comedy', 'Fantasy', 'Romance', 'School', 'Shounen', 'Harem', 'Supernatural']","['Wakaki, Tamiki (Story & Art)']",Shounen Sunday,8.51,110,60,88828,8874,47490
109,https://myanimelist.net/manga/48621/Koe_no_Katachi,Unknown,Unknown,聲の形,One-shot,Unknown,1,Finished,"Jan 8, 2011",{'from': '2011-01-08'},"['Drama', 'School', 'Shounen']","['Ooima, Yoshitoki (Story & Art)']",Bessatsu Shounen Magazine,8.51,108,160,47962,624,28179
110,https://myanimelist.net/manga/36413/Hinamatsuri,Hinamatsuri,Hina Festival,ヒナまつり,Manga,19,Unknown,Finished,"Jun  15, 2010 to Jul  15, 2020","{'from': '2010-06-15', 'to': '2020-07-15'}","['Comedy', 'Sci', 'Sci', 'Slice', 'Slice', 'Seinen']","['Ohtake, Masao (Story & Art)']",Harta,8.49,114,302,29540,1238,8641
111,https://myanimelist.net/manga/66517/Umineko_no_Naku_Koro_ni,Unknown,"Umineko When They Cry, When the Seagulls Cry",うみねこのなく頃に,Novel,8,Unknown,Finished,"Jul  1, 2009 to Aug  3, 2010","{'from': '2009-07-01', 'to': '2010-08-03'}","['Mystery', 'Fantasy', 'Horror', 'Supernatural', 'Psychological', 'Thriller']","['Ryukishi07 (Story)', ' Tomohi (Art)']",None,8.5,111,3166,3679,366,1061
112,https://myanimelist.net/manga/87953/Akatsuki_no_Yona,Unknown,"Yona of the Dawn, Akatsuki no Yona: Under the Same Moon",暁のヨナ,Novel,Unknown,Unknown,Publishing,"Mar  20, 2015 to ?","{'from': '2015-03-20', 'to': 'Unknown'}","['Adventure', 'Historical', 'Romance', 'Shoujo']","['Kusanagi, Mizuho (Art)', ' Fujitani, Touko (Story)']",None,8.49,113,1347,8338,307,1989
113,https://myanimelist.net/manga/24692/Noragami,Noragami: Stray God,Stray Gods,ノラガミ,Manga,Unknown,Unknown,Publishing,"Dec  23, 2010 to ?","{'from': '2010-12-23', 'to': 'Unknown'}","['Action', 'Fantasy', 'Romance', 'Shounen', 'Supernatural']",['Adachitoka (Story & Art)'],Shounen Magazine (Monthly),8.49,113,29,115389,9940,40806
114,https://myanimelist.net/manga/42451/Horimiya,Horimiya,Unknown,ホリミヤ,Manga,Unknown,Unknown,Publishing,"Oct  18, 2011 to ?","{'from': '2011-10-18', 'to': 'Unknown'}","['Comedy', 'Romance', 'School', 'Shounen', 'Slice', 'Slice']","['Hagiwara, Daisuke (Art)', ' HERO (Story)']",GFantasy,8.49,115,14,173107,14776,66060
115,https://myanimelist.net/manga/99314/Kimi_no_Na_wa,Your name.,Unknown,君の名は。,Manga,3,9,Finished,"May  27, 2016 to Jan  27, 2017","{'from': '2016-05-27', 'to': '2017-01-27'}","['Drama', 'Romance', 'School', 'Supernatural', 'Seinen']","['Shinkai, Makoto (Story)', ' Kotone, Ranmaru (Art)']",Comic Alive,8.49,116,241,35464,906,12215
116,https://myanimelist.net/manga/102/Fruits_Basket,Fruits Basket,FuruBa,フルーツバスケット,Manga,23,136,Finished,"Jul  18, 1998 to Nov  20, 2006","{'from': '1998-07-18', 'to': '2006-11-20'}","['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Supernatural']","['Takaya, Natsuki (Story & Art)']",Hana to Yume,8.49,117,38,103376,13079,56740
117,https://myanimelist.net/manga/3285/Holyland,Unknown,Holy Land,ホーリーランド,Manga,18,182,Finished,"Oct  13, 2000 to May  23, 2008","{'from': '2000-10-13', 'to': '2008-05-23'}","['Action', 'Martial', 'Martial', 'Psychological', 'Seinen']","['Mori, Kouji (Story & Art)']",Young Animal,8.49,118,186,42188,2532,18050
118,https://myanimelist.net/manga/6812/Kyou_kara_Ore_wa,Unknown,"From Today On, It's My Turn!!, Today, It's My Turn!!",今日から俺は!!,Manga,38,366,Finished,1988 to Oct 1997,"{'from': '1988-00-00', 'to': '1997-10-00'}","['Comedy', 'School', 'Shounen']","['Nishimori, Hiroyuki (Story & Art)']",Shounen Sunday,8.49,119,825,12786,695,4063
119,https://myanimelist.net/manga/3866/Kuroshitsuji,Black Butler,"Dark Butler, Kuro Shitsuji",黒執事,Manga,Unknown,Unknown,Publishing,"Sep  16, 2006 to ?","{'from': '2006-09-16', 'to': 'Unknown'}","['Action', 'Demons', 'Mystery', 'Fantasy', 'Historical', 'Shounen', 'Supernatural']","['Toboso, Yana (Story & Art)']",GFantasy,8.48,120,30,114841,15518,49675
120,https://myanimelist.net/manga/7375/Kokou_no_Hito,The Climber,Unknown,孤高の人,Manga,17,170,Finished,2007 to 2012,"{'from': '2007-00-00', 'to': '2012-00-00'}","['Drama', 'Sports', 'Psychological', 'Seinen']","['Sakamoto, Shinichi (Story & Art)']",Young Jump,8.48,121,298,29957,1676,9608
121,https://myanimelist.net/manga/8967/Onanie_Master_Kurosawa,Unknown,Masturbation Master Kurosawa,オナニーマスター黒沢,Manga,4,31,Finished,Sep 2007 to Mar 2008,"{'from': '2007-09-00', 'to': '2008-03-00'}","['Drama', 'School', 'Psychological']","['Yokota, Takuma (Art)', ' Ise, Katsura (Story)']",None,8.48,122,59,88960,8141,50304
122,https://myanimelist.net/manga/113010/Bakemonogatari,Unknown,"Monster Tale, Monogatari Series: First Season",化物語,Manga,Unknown,Unknown,Publishing,"Mar  14, 2018 to ?","{'from': '2018-03-14', 'to': 'Unknown'}","['Action', 'Comedy', 'Mystery', 'Drama', 'Romance', 'Shounen', 'Vampire', 'Supernatural']","['Oh! Great (Art)', ' NISIO, ISIN (Story)']",Shounen Magazine (Weekly),8.48,124,969,11219,531,3194
123,https://myanimelist.net/manga/119072/Here_U_Are,Unknown,Yuanlai Ni Zai Zheli,Here U Are,Manhua,Unknown,Unknown,Publishing,"Nov  22, 2017 to ?","{'from': '2017-11-22', 'to': 'Unknown'}","['Drama', 'School', 'Shounen', 'Shounen', 'Slice', 'Slice']",['D Jun (Story & Art)'],None,8.48,124,3393,3434,275,1486
124,https://myanimelist.net/manga/85968/Golden_Kamuy,Golden Kamuy,Unknown,ゴールデンカムイ,Manga,Unknown,Unknown,Publishing,"Aug  21, 2014 to ?","{'from': '2014-08-21', 'to': 'Unknown'}","['Action', 'Adventure', 'Historical', 'Seinen']","['Noda, Satoru (Story & Art)']",Young Jump,8.48,123,231,36117,2141,9003
